 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0      -13.403075    1.844749    4.494212
    2          6             0      -13.218845    0.440089    3.900494
    3          6             0      -14.572147   -0.024455    3.352951
    4          6             0      -12.791690   -0.539018    5.004349
    5          6             0      -12.138152    0.486525    2.828376
    6          6             0      -10.843902    0.888348    3.187814
    7          6             0       -9.800337    0.954311    2.287017
    8          6             0      -10.051534    0.596850    0.970959
    9          6             0      -11.350389    0.210980    0.577150
   10          6             0      -12.382187    0.154657    1.505816
   11          6             0      -11.287904   -0.046758   -0.835275
   12          6             0      -12.229060   -0.475353   -1.763134
   13          6             0      -11.858238   -0.664128   -3.084330
   14          6             0      -12.837052   -1.126952   -4.155313
   15          6             0      -12.912892   -0.064038   -5.261730
   16          6             0      -14.251177   -1.342405   -3.607013
   17          6             0      -12.348181   -2.458322   -4.745341
   18          6             0      -10.523920   -0.426974   -3.443429
   19          6             0       -9.568056   -0.001224   -2.543658
   20          6             0       -9.956961    0.206654   -1.228939
   21          7             0       -9.215901    0.594575   -0.129149
   22          6             0       -7.853869    0.923454   -0.133644
   23          6             0       -6.982892    0.339074    0.782351
   24          6             0       -5.640142    0.658744    0.765524
   25          6             0       -5.130219    1.564717   -0.163366
   26          6             0       -3.697724    1.890824   -0.189278
   27          6             0       -3.274165    3.204403   -0.399076
   28          6             0       -1.931072    3.533951   -0.438648
   29          6             0       -0.991039    2.529191   -0.271080
   30          6             0       -1.409001    1.205962   -0.056384
   31          6             0       -2.745231    0.883176   -0.012337
   32          6             0       -0.221694    0.282453    0.088532
   33          6             0        0.933867    1.258675   -0.067452
   34          6             0        2.279648    0.989263   -0.022774
   35          6             0        3.191895    2.032495   -0.201392
   36          6             0        4.632122    1.746597   -0.163745
   37          6             0        5.151718    0.862137    0.781049
   38          6             0        6.497895    0.561173    0.807279
   39          6             0        7.361024    1.126749   -0.128532
   40          7             0        8.721291    0.794144   -0.123891
   41          6             0        9.779893    1.680948   -0.174097
   42          6             0        9.789757    3.065735   -0.184456
   43          6             0       11.011719    3.713334   -0.211578
   44          6             0       12.229891    3.027204   -0.219522
   45          6             0       13.573323    3.744660   -0.257896
   46          6             0       14.348109    3.292696   -1.505097
   47          6             0       14.369634    3.386058    1.005871
   48          6             0       13.434507    5.269136   -0.314996
   49          6             0       12.206436    1.639045   -0.179494
   50          6             0       10.996415    0.963488   -0.152978
   51          6             0       10.646842   -0.429743   -0.093442
   52          6             0       11.401390   -1.595836   -0.069472
   53          6             0       10.767293   -2.827263   -0.037809
   54          6             0       11.530191   -4.144932   -0.005674
   55          6             0       11.136971   -4.926204    1.257154
   56          6             0       13.048838   -3.945149    0.015322
   57          6             0       11.175147   -4.964094   -1.255761
   58          6             0        9.365925   -2.856000   -0.049236
   59          6             0        8.591285   -1.714038   -0.071791
   60          6             0        9.237536   -0.487145   -0.075028
   61          6             0        6.852744    2.017416   -1.071036
   62          6             0        5.507618    2.327900   -1.079293
   63          6             0        2.716599    3.326122   -0.419600
   64          6             0        1.360641    3.601294   -0.455031
   65          6             0        0.461067    2.561337   -0.278670
   66          6             0       -0.150255   -0.751309   -1.010873
   67          6             0       -0.624642   -0.459593   -2.279609
   68          6             0       -0.487158   -1.360908   -3.320868
   69          6             0        0.143358   -2.571527   -3.091762
   70          6             0        0.616516   -2.882032   -1.832314
   71          6             0        0.475872   -1.979986   -0.775643
   72          7             0        0.930832   -2.307551    0.494036
   73          6             0        1.697622   -3.495978    0.661461
   74          6             0        3.061122   -3.463335    0.399018
   75          6             0        3.822235   -4.608691    0.556094
   76          6             0        3.226279   -5.787027    0.973813
   77          6             0        1.865004   -5.821905    1.230216
   78          6             0        1.098187   -4.680680    1.073817
   79          6             0        0.506274   -1.596401    1.607681
   80          6             0        0.716846   -2.090286    2.896891
   81          6             0        0.267687   -1.394151    4.001809
   82          6             0       -0.401071   -0.192643    3.845756
   83          6             0       -0.584990    0.319282    2.573082
   84          6             0       -0.134158   -0.360838    1.453307
   85          6             0       -6.011025    2.147527   -1.073373
   86          6             0       -7.355323    1.835347   -1.060562
   87          1             0      -13.682738    2.548986    3.712781
   88          1             0      -14.189015    1.833555    5.246896
   89          1             0      -12.489466    2.201333    4.962025
   90          1             0      -14.502304   -1.026864    2.936351
   91          1             0      -15.301547   -0.046199    4.160535
   92          1             0      -14.939284    0.655921    2.587734
   93          1             0      -13.562649   -0.600846    5.769898
   94          1             0      -11.866482   -0.223438    5.478705
   95          1             0      -12.638753   -1.532480    4.586654
   96          1             0      -10.641215    1.165482    4.211393
   97          1             0       -8.821949    1.284889    2.603018
   98          1             0      -13.360965   -0.145365    1.170274
   99          1             0      -13.236189   -0.658905   -1.427578
