 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0      -11.844681    2.276081    5.503001
    2          6             0      -12.488848    1.746148    4.218124
    3          6             0      -13.547246    2.762074    3.762577
    4          6             0      -13.163379    0.405078    4.544541
    5          6             0      -11.483988    1.537892    3.092054
    6          6             0      -10.125259    1.834511    3.233480
    7          6             0       -9.208688    1.643258    2.215242
    8          6             0       -9.660821    1.128377    1.011761
    9          6             0      -11.032797    0.844932    0.833389
   10          6             0      -11.928948    1.047023    1.871174
   11          6             0      -11.180649    0.384935   -0.520977
   12          6             0      -12.268058   -0.045429   -1.264665
   13          6             0      -12.095232   -0.455785   -2.580490
   14          6             0      -13.309781   -0.908956   -3.380979
   15          6             0      -12.959132   -1.327079   -4.812362
   16          6             0      -14.317256    0.248345   -3.457650
   17          6             0      -13.955717   -2.113208   -2.679352
   18          6             0      -10.804478   -0.440909   -3.117211
   19          6             0       -9.701129   -0.016936   -2.398438
   20          6             0       -9.891744    0.417957   -1.097471
   21          7             0       -8.978914    0.867027   -0.162078
   22          6             0       -7.606626    1.056056   -0.371644
   23          6             0       -6.679636    0.543610    0.532587
   24          6             0       -5.329380    0.750942    0.335741
   25          6             0       -4.866490    1.466888   -0.767522
   26          6             0       -3.428196    1.706997   -0.949160
   27          6             0       -2.971288    2.958926   -1.364422
   28          6             0       -1.621022    3.229031   -1.496851
   29          6             0       -0.708573    2.225360   -1.212847
   30          6             0       -1.161027    0.958498   -0.813905
   31          6             0       -2.503137    0.694493   -0.678731
   32          6             0        0.006825    0.022943   -0.562136
   33          6             0        1.184011    0.944333   -0.824098
   34          6             0        2.523830    0.662618   -0.703727
   35          6             0        3.459121    1.662436   -0.985844
   36          6             0        4.895479    1.402714   -0.820516
   37          6             0        5.360438    0.677829    0.276268
   38          6             0        6.710141    0.459318    0.462948
   39          6             0        7.633558    0.950228   -0.456965
   40          7             0        9.004630    0.737250   -0.264886
   41          6             0        9.988621    1.706940   -0.305300
   42          6             0        9.892321    3.073174   -0.509811
   43          6             0       11.052034    3.826019   -0.470953
   44          6             0       12.308662    3.264581   -0.225200
   45          6             0       13.583737    4.097745   -0.186267
   46          6             0       14.569505    3.558672   -1.233995
   47          6             0       14.207253    3.993532    1.213825
   48          6             0       13.338383    5.579561   -0.487662
   49          6             0       12.387897    1.897061    0.004581
   50          6             0       11.242331    1.117362   -0.030619
   51          6             0       10.996342   -0.283471    0.178975
   52          6             0       11.827679   -1.359669    0.462130
   53          6             0       11.291263   -2.630854    0.588563
   54          6             0       12.141062   -3.854101    0.906975
   55          6             0       13.621469   -3.509101    1.097634
   56          6             0       12.031811   -4.861435   -0.247517
   57          6             0       11.632979   -4.497040    2.206464
   58          6             0        9.910862   -2.793444    0.407070
   59          6             0        9.060990   -1.742641    0.126724
   60          6             0        9.606070   -0.471357    0.029631
   61          6             0        7.177705    1.660263   -1.565038
   62          6             0        5.827296    1.889004   -1.736338
   63          6             0        3.014101    2.919678   -1.398024
   64          6             0        1.666121    3.207514   -1.515460
   65          6             0        0.743739    2.216272   -1.220020
   66          6             0        0.000727   -1.115488   -1.556092
   67          6             0       -0.013931   -0.818135   -2.910584
   68          6             0       -0.006789   -1.816121   -3.867782
   69          6             0        0.019943   -3.139744   -3.462392
   70          6             0        0.034079   -3.455286   -2.118975
   71          6             0        0.019735   -2.451751   -1.145663
   72          7             0        0.031764   -2.784068    0.199445
   73          6             0        0.045123   -4.160280    0.572724
   74          6             0        1.250881   -4.792080    0.849937
   75          6             0        1.260520   -6.127923    1.212319
   76          6             0        0.071749   -6.834297    1.296248
   77          6             0       -1.130320   -6.204161    1.018425
   78          6             0       -1.147371   -4.867953    0.657909
   79          6             0        0.019244   -1.817474    1.191622
   80          6             0        0.009505   -2.190668    2.539076
   81          6             0       -0.000365   -1.238088    3.537765
   82          6             0       -0.002654    0.109102    3.217277
   83          6             0        0.000596    0.485458    1.886518
   84          6             0        0.009714   -0.457139    0.869115
   85          6             0       -5.801328    1.964324   -1.674152
   86          6             0       -7.153587    1.765296   -1.481374
   87          1             0      -11.384068    3.247862    5.339621
   88          1             0      -12.609286    2.392646    6.268901
   89          1             0      -11.094993    1.583819    5.879916
   90          1             0      -14.087704    2.406281    2.889623
   91          1             0      -14.266308    2.938964    4.560032
   92          1             0      -13.074140    3.708543    3.507178
   93          1             0      -13.877755    0.531703    5.355685
   94          1             0      -12.417704   -0.325850    4.851936
   95          1             0      -13.693830    0.007612    3.683602
   96          1             0       -9.755924    2.233320    4.163917
   97          1             0       -8.170574    1.902538    2.361245
   98          1             0      -12.972202    0.822017    1.710088
   99          1             0      -13.243492   -0.057502   -0.802814
