 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
    1          6             0       -0.517961  -11.352561    0.606270
    2          6             0        0.458055  -10.717528   -0.146012
    3          6             0        0.488555   -9.340980   -0.235278
    4          6             0       -0.463078   -8.571414    0.440426
    5          7             0       -0.432231   -7.191154    0.352663
    6          6             0        0.744075   -6.483303    0.043617
    7          6             0        1.924221   -6.657765    0.764767
    8          6             0        2.984322   -5.796073    0.564913
    9          6             0        2.909971   -4.775110   -0.381180
   10          6             0        3.974673   -3.773274   -0.523336
   11          6             0        4.504989   -3.456299   -1.771946
   12          6             0        5.452266   -2.461691   -1.899476
   13          6             0        5.859108   -1.729926   -0.785628
   14          6             0        6.818355   -0.647692   -0.958384
   15          7             0        7.933567   -0.750800   -1.632132
   16          6             0        8.538913    0.463997   -1.535890
   17          6             0        9.808251    0.845849   -2.051468
   18          6             0       10.611975   -0.064305   -2.745976
   19          6             0       11.852927    0.310521   -3.196229
   20          6             0       12.307899    1.604670   -2.950719
   21          6             0       11.522762    2.509817   -2.275771
   22          6             0       10.243563    2.168920   -1.810250
   23          6             0        9.371059    3.113311   -1.134524
   24          6             0        9.731446    4.458776   -0.973087
   25          6             0        8.890160    5.375224   -0.388504
   26          6             0        7.626779    4.984862    0.043442
   27          6             0        7.239032    3.674392   -0.086304
   28          6             0        8.097260    2.714854   -0.642826
   29          6             0        7.748189    1.342756   -0.797132
   30          7             0        6.647721    0.606638   -0.414432
   31          6             0        5.543225    0.993752    0.365566
   32          6             0        4.254371    0.832859   -0.130614
   33          6             0        3.165697    1.220432    0.621295
   34          6             0        3.342518    1.790611    1.882082
   35          7             0        2.251485    2.259953    2.615394
   36          6             0        2.385347    3.446996    3.350286
   37          6             0        3.145748    4.502590    2.847780
   38          6             0        3.276891    5.672676    3.569769
   39          6             0        2.650355    5.813038    4.797008
   40          6             0        1.895202    4.767071    5.301349
   41          6             0        1.764370    3.590198    4.589832
   42          6             0        1.030684    1.574806    2.604707
   43          6             0       -0.173679    2.276292    2.671552
   44          6             0       -1.373559    1.594999    2.709473
   45          6             0       -1.397176    0.210825    2.671595
   46          6             0       -0.205962   -0.489333    2.576680
   47          6             0        1.000686    0.182183    2.544428
   48          6             0        4.637992    1.908927    2.392839
   49          6             0        5.725724    1.508357    1.647139
